,exclusivity_code,exclusivity_code_desc,edition
377,I-14,SEBORRHEIC DERMATITIS,1990
378,I-15,PHOTOPHERESIS IN THE PALLIATIVE TREATMENT OF SKIN MANIFESTATIONS OF CUTANEOUS T-CELL LYMPHOMA IN PERSONS NOT RESPONSIVE TO OTHER TREATMENT,1990
379,I-16,STIMULATE THE DEVELOPMENT OF MULTIPLE FOLLICLES/OOCYTES IN OVULATORY PATIENTS PARTICIPATING IN AN IN VITRO FERTILIZATION PROGRAM,1990
380,I-17,MANAGEMENT OF CONGESTIVE HEART FAILURE,1990
381,I-18,ENDOSCOPIC RETROGRADE PANCREATOGRAPHY,1990
382,I-19,HERNIOGRAPHY,1990
383,I-20,KNEE ARTHROGRAPHY,1990
384,I-21,HIGH DOSE METHOTREXATE WITH LEUCOVORIN RESCUE IN COMBINATION WITH OTHER CHEMOTHERAPEUTIC AGENTS TO DELAY RECURRENCE IN PATIENTS WITH NONMETASTATIC OSTEOSARCOMA WHO HAVE UNDERGONE SURGICAL RESECTION OR AMPUTATION FOR THE PRIMARY TUMOR,1990
385,I-22,RESCUE AFTER HIGH-DOSE METHOTREXATE THERAPY IN OSTEOSARCOMA,1990
386,I-23,SHORT-TERM TREATMENT OF ACTIVE BENIGN GASTRIC ULCER,1990
387,I-24,TREATMENT OF RHEUMATOID ARTHRITIS,1990
388,I-25,"ADULT INTRA-ARTERIAL DIGITAL SUBTRACTION ANGIOGRAPHY OF THE HEAD, NECK, ABDOMINAL, RENAL AND PERIPHERAL VESSELS",1990
389,I-26,TREATMENT OF LIVER FLUKES,1990
390,I-27,ADJUNCTIVE THERAPY TO DIET TO REDUCE THE RISK OF CORONARY ARTERY DISEASE,1990
391,I-28,SELECTIVE ADULT VISCERAL ARTERIOGRAPHY,1990
392,I-29,METASTATIC BREAST CANCER IN PREMENOPAUSAL WOMEN AS AN ' ALTERNATIVE TO OOPHORECTOMY OR OVARIAN IRRADIATION,1990
393,I-30,TREATMENT OF TINEA PEDIS,1990
394,I-31,CONTRAST ENHANCEMENT AGENT TO FACILITATE VISUALIZATION OF LESIONS IN THE SPINE AND ASSOCIATED TISSUES,1990
395,I-32,PEDIATRIC MYELOGRAPHY,1990
396,I-33,ORAL USE OF DILUTED OMNIPAQUE INJECTION IN ADULTS FOR CONTRAST ENHANCED COMPUTED TOMOGRAPHY OF THE ABDOMEN,1990
397,I-34,ORAL USE IN ADULTS FOR PASS-THROUGH EXAMINATION OF THE GASTROINTESTINAL TRACT,1990
398,I-35,PEDIATRIC CONTRAST ENHANCEMENT OF COMPUTED TOMOGRAPHIC HEAD IMAGING,1990
399,I-36,ARTHROGRAPHY OF THE SHOULDER JOINTS IN ADULTS,1990
400,I-37,RADIOGRAPHY OF THE TEMPOROMANDIBULAR JOINT IN ADULTS,1990
401,I-38,CONTRAST ENHANCEMENT AGENT TO FACILITATE VISUALIZATION OF LESIONS OF THE CENTRAL NERVOUS SYSTEM IN CHILDREN (2 YEARS OF AGE AND OLDER),1990
402,I-39,TREATMENT OF ACUTE MYOCARDIAL INFARCTION,1990
403,I-40,PRIMARY NOCTURNAL ENURESIS,1990
404,NC,NEW COMBINATION,1991
405,NE,NEW ESTER OR SALT OF AN ACTIVE INGREDIENT,1991
406,I,"NEW INDICATION (SEE REFERENCES, BELOW)",1991
407,NS,NEW STRENGTH,1991
408,NR,NEW ROUTE,1991
409,NDF,NEW DOSAGE FORM,1991
410,ODE,ORPHAN DRUG EXCLUSIVITY,1991
411,PC,PATENT CHALLENGE,1991
412,D,"NEW DOSING SCHEDULE (SEE REFERENCES, BELOW)",1991
413,NCE,NEW CHEMICAL ENTITY,1991
414,NP,NEW PRODUCT,1991
415,D-1,ONCE A DAY APPLICATION,1991
416,D-2,ONCE DAILY DOSING,1991
417,D-3,SEVEN DAYS/SEVEN DAYS/SEVEN DAYS DOSING SCHEDULE,1991
418,D-4,SEVEN DAYS/FOURTEEN DAYS DOSING SCHEDULE,1991
419,D-5,TEN DAYS/ELEVEN DAYS DOSING SCHEDULE,1991
420,D-6,SEVEN DAYS/NINE DAYS/FIVE DAYS DOSING SCHEDULE,1991
421,D-7,BID DOSING,1991
422,D-8,"INTRAVENOUS, EPIDURAL AND INTRATHECAL DOSING",1991
423,D-9,NARCOTIC OVERDOSE IN ADULTS,1991
424,D-10,NARCOTIC OVERDOSE IN CHILDREN,1991
425,D-11,POSTOPERATIVE NARCOTIC DEPRESSION IN CHILDREN,1991
426,D-12,BEDTIME DOSING OF 800MG FOR TREATMENT OF ACTIVE DUODENAL ULCER,1991
427,D-13,INCREASED MAXIMUM DAILY DOSAGE RECOMMENDATION,1991
428,D-14,BEDTIME DOSING OF 800MG FOR TREATMENT OF ACTIVE BENIGN GASTRIC ULCER,1991
429,D-15,SINGLE DAILY DOSE OF 25MG/37.5MG,1991
430,D-16,CONTINUOUS INTRAVENOUS INFUSION,1991
431,I-1,DYSMENORRHEA,1991
432,I-2,CHOLANGIOPANCREATOGRAPHY,1991
433,I-3,INTRAVENOUS DIGITAL SUBTRACTION ANGIOGRAPHY,1991
434,I-4,PERIPHERAL VENOGRAPHY (PHLEBOGRAPHY),1991
435,I-5,HYSTEROSALPINGOGRAPHY,1991
436,I-6,TREATMENT OF JUVENILE ARTHRITIS,1991
437,I-7,BIOPSY PROVEN MINIMAL CHANGE NEPHROTIC SYNDROME IN CHILDREN,1991
438,I-8,ADULT INTRAVENOUS CONTRAST-ENHANCED COMPUTED TOMOGRAPHY OF THE HEAD AND BODY,1991
439,I-9,PREVENTION OF POSTOPERATIVE NAUSEA AND VOMITING,1991
440,I-10,PREVENTION OF POSTOPERATIVE DEEP VENOUS THROMBOSIS AND PULMONARY EMBOLISM IN TOTAL HIP REPLACEMENT SURGERY,1991
441,I-11,RELIEF OF MILD TO MODERATE PAIN,1991
442,I-12,TREATMENT OF CUTANEOUS CANDIDIASIS,1991
443,I-13,URINARY TRACT INFECTION (UTI) PREVENTION FOR PERIODS UP TO FIVE MONTHS IN WOMEN WITH A HISTORY OF RECURRENT UTI,1991
444,I-14,SEBORRHEIC DERMATITIS,1991
445,I-15,PHOTOPHERESIS IN THE PALLIATIVE TREATMENT OF SKIN MANIFESTATIONS OF CUTANEOUS T-CELL LYMPHOMA IN PERSONS NOT RESPONSIVE TO OTHER TREATMENT,1991
446,I-16,STIMULATE THE DEVELOPMENT OF MULTIPLE FOLLICLES/OOCYTES IN OVULATORY PATIENTS PARTICIPATING IN AN IN VITRO FERTILIZATION PROGRAM,1991
447,I-17,MANAGEMENT OF CONGESTIVE HEART FAILURE,1991
448,I-18,ENDOSCOPIC RETROGRADE PANCREATOGRAPHY,1991
449,I-19,HERNIOGRAPHY,1991
450,I-20,KNEE ARTHROGRAPHY,1991
451,I-21,HIGH DOSE METHOTREXATE WITH LEUCOVORIN RESCUE IN COMBINATION WITH OTHER CHEMOTHERAPEUTIC AGENTS TO DELAY RECURRENCE IN PATIENTS WITH NONMETASTATIC OSTEOSARCOMA WHO HAVE UNDERGONE SURGICAL RESECTION OR AMPUTATION FOR THE PRIMARY TUMOR,1991
452,I-22,RESCUE AFTER HIGH-DOSE METHOTREXATE THERAPY IN OSTEOSARCOMA,1991
453,I-23,SHORT-TERM TREATMENT OF ACTIVE BENIGN GASTRIC ULCER,1991
454,I-24,TREATMENT OF RHEUMATOID ARTHRITIS,1991
455,I-25,"ADULT INTRA-ARTERIAL DIGITAL SUBTRACTION ANGIOGRAPHY OF THE HEAD, NECK, ABDOMINAL, RENAL AND PERIPHERAL VESSELS",1991
456,I-26,TREATMENT OF LIVER FLUKES,1991
457,I-27,ADJUNCTIVE THERAPY TO DIET TO REDUCE THE RISK OF CORONARY ARTERY DISEASE,1991
458,I-28,SELECTIVE ADULT VISCERAL ARTERIOGRAPHY,1991
459,I-29,METASTATIC BREAST CANCER IN PREMENOPAUSAL WOMEN AS AN ALTERNATIVE TO OOPHORECTOMY OR OVARIAN IRRADIATION,1991
460,I-30,TREATMENT OF TINEA PEDIS,1991
461,I-31,CONTRAST ENHANCEMENT AGENT TO FACILITATE VISUALIZATION OF LESIONS IN THE SPINE AND ASSOCIATED TISSUES,1991
462,I-32,PEDIATRIC MYELOGRAPHY,1991
463,I-33,ORAL USE OF DILUTED OMNIPAQUE INJECTION IN ADULTS FOR CONTRAST ENHANCED COMPUTED TOMOGRAPHY OF THE ABDOMEN,1991
464,I-34,ORAL USE IN ADULTS FOR PASS-THROUGH EXAMINATION OF THE GASTROINTESTINAL TRACT,1991
465,I-35,PEDIATRIC CONTRAST ENHANCEMENT OF COMPUTED TOMOGRAPHIC HEAD IMAGING,1991
466,I-36,ARTHROGRAPHY OF THE SHOULDER JOINTS IN ADULTS,1991
467,I-37,RADIOGRAPHY OF THE TEMPOROMANDIBULAR JOINT IN ADULTS,1991
468,I-38,CONTRAST ENHANCEMENT AGENT TO FACILITATE VISUALIZATION OF LESIONS OF THE CENTRAL NERVOUS SYSTEM IN CHILDREN (2 YEARS OF AGE AND OLDER),1991
469,I-39,TREATMENT OF ACUTE MYOCARDIAL INFARCTION,1991
470,I-40,PRIMARY NOCTURNAL ENURESIS,1991
471,I-41,MIGRAINE HEADACHE PROPHYLAXIS,1991
472,I-42,HERPES ZOSTER,1991
473,I-43,HERPES SIMPLEX ENCEPHALITIS,1991
474,I-44,MAINTENANCE THERAPY IN HEALED DUODENAL ULCER PATIENTS AT DOSE OF 1 GRAM TWICE DAILY,1991
475,I-45,ACUTE TREATMENT OF VARICELLA ZOSTER VIRUS,1991
476,I-46,USE IN PEDIATRIC COMPUTED TOMOGRAPHIC HEAD AND BODY IMAGING,1991
477,I-47,TREATMENT OF PEDIATRIC PATIENTS WITH SYMPTOMATIC HUMAN IMMUNODEFICIENCY VIRUS (HIV) DISEASE,1991
478,I-48,PEDIATRIC ANGIOCARDIOGRAPHY,1991
479,I-49,TREATMENT OF TRAVELERS’ DIARRHEA DUE TO SUSCEPTIBLE STRAINS OF ENTEROTOXIGENIC ESCHERICHIA COLI,1991
480,I-50,FOR USE IN WOMEN WITH AXILLARY NODE-NEGATIVE BREAST CANCER,1991
481,I-51,TREATMENT OF PRIMARY DYSMENORRHEA AND FOR THE TREATMENT OF IDIOPATHIC HEAVY MENSTRUAL BLOOD LOSS,1991
482,I-52,PEDIATRIC EXCRETORY UROGRAPHY,1991
483,I-53,"TREATMENT OF PANIC DISORDER, WITH OR WITHOUT AGORAPHOBIA",1991
484,I-54,RENAL CONCENTRATION CAPACITY TEST,1991
485,NC,NEW COMBINATION,1992
486,PC,PATENT CHALLENGE,1992
487,NDF,NEW DOSAGE FORM,1992
488,I,"NEW INDICATION (SEE REFERENCES, BELOW)",1992
489,NE,NEW ESTER OR SALT OF AN ACTIVE INGREDIENT,1992
490,NP,NEW PRODUCT,1992
491,D,"NEW DOSING SCHEDULE (SEE REFERENCES, BELOW)",1992
492,NR,NEW ROUTE,1992
493,NCE,NEW CHEMICAL ENTITY,1992
494,NS,NEW STRENGTH,1992
495,ODE,ORPHAN DRUG EXCLUSIVITY,1992
496,D-1,ONCE A DAY APPLICATION,1992
497,D-2,ONCE DAILY DOSING,1992
498,D-3,SEVEN DAYS/SEVEN DAYS/SEVEN DAYS DOSING SCHEDULE,1992
499,D-4,SEVEN DAYS/FOURTEEN DAYS DOSING SCHEDULE,1992
500,D-5,TEN DAYS/ELEVEN DAYS DOSING SCHEDULE,1992
501,D-6,SEVEN DAYS/NINE DAYS/FIVE DAYS DOSING SCHEDULE,1992
502,D-7,BID DOSING,1992
503,D-8,"INTRAVENOUS, EPIDURAL AND INTRATHECAL DOSING",1992
504,D-9,NARCOTIC OVERDOSE IN ADULTS,1992
505,D-10,NARCOTIC OVERDOSE IN CHILDREN,1992
506,D-11,POSTOPERATIVE NARCOTIC DEPRESSION IN CHILDREN,1992
507,D-12,BEDTIME DOSINS OF 800MG FOR TREATMENT OF ACTIVE DUODENAL ULCER,1992
508,D-13,INCREASED MAXIMUM DAILY DOSAGE RECOMMENDATION,1992
509,D-14,BEDTIME DOSING OF 800MG FOR TREATMENT OF ACTIVE BENIGN GASTRIC ULCER,1992
510,D-15,SINGLE DAILY DOSE OF 25MG/37.5MG,1992
511,D-16,CONTINUOUS INTRAVENOUS INFUSION,1992
512,D-17,400MG EVERY 12 HOURS FOR THREE DAYS FOR UNCOMPLICATED URINARY TRACT INFECTIONS,1992
513,I-1,DYSMENORRHEA,1992
514,I-2,CHOLANGIOPANCREATOGRAPHY,1992
515,I-3,INTRAVENOUS DIGITAL SUBTRACTION ANGIOGRAPHY,1992
516,I-4,PERIPHERAL VENOGRAPHY (PHLEBOGRAPHY),1992
517,I-5,HYSTEROSALPINGOGRAPHY,1992
518,I-6,TREATMENT OF JUVENILE ARTHRITIS,1992
519,I-7,BIOPSY PROVEN MINIMAL CHANGE NEPHROTIC SYNDROME IN CHILDREN,1992
520,I-8,ADULT INTRAVENOUS CONTRAST-ENHANCED COMPUTED TOMOGRAPHY OF THE HEAD AND BODY,1992
521,I-9,PREVENTION OF POSTOPERATIVE NAUSEA AND VOMITING,1992
522,I-10,PREVENTION OF POSTOPERATIVE DEEP VENOUS THROMBOSIS AND PULMONARY EMBOLISM IN TOTAL HIP REPLACEMENT SURGERY,1992
523,I-11,RELIEF OF MILD TO MODERATE PAIN,1992
524,I-12,TREATMENT OF CUTANEOUS CANDIDIASIS,1992
525,I-13,URINARY TRACT INFECTION (UTI) PREVENTION FOR PERIODS UP TO FIVE MONTHS IN WOMEN WITH A HISTORY OF RECURRENT UTI,1992
526,I-14,SEBORRHEIC DERMATITIS,1992
527,I-15,PHOTOPHERESIS IN THE PALLIATIVE TREATMENT OF SKIN MANIFESTATIONS OF CUTANEOUS T-CELL LYMPHOMA IN PERSONS NOT RESPONSIVE TO OTHER TREATMENT,1992
528,I-16,STIMULATE THE DEVELOPMENT OF MULTIPLE FOLLICLES/OOCYTES IN OVULATORY PATIENTS PARTICIPATING IN AN IN VITRO FERTILIZATION PROGRAM,1992
529,I-17,MANAGEMENT OF CONGESTIVE HEART FAILURE,1992
530,I-18,ENDOSCOPIC RETROGRADE PANCREATOGRAPHY,1992
531,I-19,HERNIOGRAPHY,1992
532,I-20,KNEE ARTHROGRAPHY,1992
533,I-21,HIGH DOSE METHOTREXATE WITH LEUCOVORIN RESCUE IN COMBINATION WITH OTHER CHEMOTHERAPEUTIC AGENTS TO DELAY RECURRENCE IN PATIENTS WITH NONMETASTATIC OSTEOSARCOMA WHO HAVE UNDERGONE SURGICAL RESECTION OR AMPUTATION FOR THE PRIMARY TUMOR,1992
534,I-22,RESCUE AFTER HIGH-DOSE METHOTREXATE THERAPY IN OSTEOSARCOMA,1992
535,I-23,SHORT-TERM TREATMENT OF ACTIVE BENIGN GASTRIC ULCER,1992
536,I-24,TREATMENT OF RHEUMATOID ARTHRITIS,1992
537,I-25,"ADULT INTRA-ARTERIAL DIGITAL SUBTRACTION ANGIOGRAPHY OF THE HEAD, NECK, ABDOMINAL, RENAL AND PERIPHERAL VESSELS",1992
538,I-26,TREATMENT OF LIVER FLUKES,1992
539,I-27,ADJUNCTIVE THERAPY TO DIET TO REDUCE THE RISK OF CORONARY ARTERY DISEASE,1992
540,I-28,SELECTIVE ADULT VISCERAL ARTERIOGRAPHY,1992
541,I-29,METASTATIC BREAST CANCER IN PREMENOPAUSAL WOMEN AS AN ALTERNATIVE TO OOPHORECTOMY OR OVARIAN IRRADIATION,1992
542,I-30,TREATMENT OF TINEA PEDIS,1992
543,I-31,CONTRAST ENHANCEMENT AGENT TO FACILITATE VISUALIZATION OF LESIONS IN THE SPINE AND ASSOCIATED TISSUES,1992
544,I-32,PEDIATRIC MYELOGRAPHY,1992
545,I-33,ORAL USE OF DILUTED OMNIPAQUE INJECTION IN ADULTS FOR CONTRAST ENHANCED COMPUTED TOMOGRAPHY OF THE ABDOMEN,1992
546,I-34,ORAL USE IN ADULTS FOR PASS-THROUGH EXAMINATION OF THE GASTROINTESTINAL TRACT,1992
547,I-35,PEDIATRIC CONTRAST ENHANCEMENT OF COMPUTED TOMOGRAPHIC HEAD IMAGING,1992
548,I-36,ARTHROGRAPHY OF THE SHOULDER JOINTS IN ADULTS,1992
549,I-37,RADIOGRAPHY OF THE TEMPOROMANDIBULAR JOINT IN ADULTS,1992
550,I-38,CONTRAST ENHANCEMENT AGENT T0 FACILITATE VISUALIZATION OF LESIONS OF THE CENTRAL NERVOUS SYSTEM IN CHILDREN (2 YEARS OF AGE AND OLDER),1992
551,I-39,TREATMENT OF ACUTE MYOCARDIAL INFARCTION,1992
552,I-40,PRIMARY NOCTURNAL ENURESIS,1992
553,I-41,MIGRAINE HEADACHE PROPHYLAXIS,1992
554,I-42,HERPES ZOSTER,1992
555,I-43,HERPES SIMPLEX ENCEPHALITIS,1992
556,I-44,MAINTENANCE THERAPY IN HEALED DUODENAL ULCER PATIENTS AT DOSE OF 1 GRAM TWICE DAILY,1992
557,I-45,ACUTE TREATMENT OF VARICELLA ZOSTER VIRUS,1992
558,I-46,USE IN PEDIATRIC COMPUTED TOMOGRAPHIC HEAD AND BODY IMAGING,1992
559,I-47,TREATMENT OF PEDIATRIC PATIENTS WITH SYMPTOMATIC HUMAN IMMUNODEFICIENCY VIRUS (HIV) DISEASE,1992
560,I-48,PEDIATRIC ANGIOCARDIOGRAPHY,1992
561,I-49,TREATMENT OF TRAVELERS' DIARRHEA DUE TO SUSCEPTIBLE STRAINS OF ENTEROTOXIGENIC ESCHERICHIA COLI,1992
562,I-50,FOR USE IN WOMEN WITH AXILLARY NODE-NEGATIVE BREAST CANCER,1992
563,I-51,TREATMENT OF PRIMARY DYSMENORRHEA AND FOR THE TREATMENT OF IDOPATHIC HEAVY MENSTRUAL BLOOD LOSS,1992
564,I-52,PEDIATRIC EXCRETORY UROGRAPHY,1992
565,I-53,"TREATMENT OF PANIC DISORDER, WITH OR WITHOUT AGORAPHOBIA",1992
566,I-54,RENAL CONCENTRATION CAPACITY TEST,1992
567,I-55,HYPERTENSION,1992
568,I-56,EROSIVE GASTROESOPHAGEAL REFLUX DISEASE,1992
569,I-57,SHORT-TERM TREATMENT OF ACTIVE DUODENAL ULCER,1992
570,I-58,INITIAL TREATMENT OF ADVANCED OVARIAN CARCINOMA IN COMBINATION WITH OTHER APPROVED CHEMOTHERAPEUTIC AGENTS,1992
571,I-59,"ENDOSCOPICALLY DIAGNOSED ESOPHAGITIS. INCLUDING EROSIVE AND ULCERATIVE ESOPHAGITIS, AND ASSOCIATED HEARTBURN DUE TO GASTROESOPHAGEAL REFLUX DISEASE",1992
572,I-60,SINGLE APPLICATION TREATMENT OF HEAD LICE IN CHILDREN TWO MONTHS TO TWO YEARS IN AGE,1992
573,I-61,FEMALE ANOROGENETIC ALOPECIA,1992
574,I-62,PREVENTION OF TREATMENT OF POSTMENOPAUSAL OSTEOPOROSIS,1992
575,I-63,ONCE DAILY TREATMEMT AS INITIAL THERAPY IN THE TREATMENT OF HYPERTENSION,1992
576,I-64,PREVENTION OF SUPRAVENTRICULAR ARRHYTHMIAS,1992
577,I-65,PREVENTION OF UPPER GASTROINTESTINAL BLEEDING IN CRITICALLY ILL PATIENTS,1992
578,I-66,UNCOMPLICATED GONORRHEA,1992
579,NS,NEW STRENGTH,1993
580,NE,NEW ESTER OR SALT OF AN ACTIVE INGREDIENT,1993
581,ODE,ORPHAN DRUG EXCLUSIVITY,1993
582,NC,NEW COMBINATION,1993
583,NCE,NEW CHEMICAL ENTITY,1993
584,I,"NEW INDICATION (SEE REFERENCES, BELOW)",1993
585,NR,NEW ROUTE,1993
586,NP,NEW PRODUCT,1993
587,NDF,NEW DOSAGE FORM,1993
588,D,"NEW DOSING SCHEDULE (SEE REFERENCES, BELOW)",1993
589,PC,PATENT CHALLENGE,1993
590,D-1,ONCE A DAY APPLICATION,1993
591,D-2,ONCE DAILY DOSING,1993
592,D-3,SEVEN DAYS/SEVEN DAYS/SEVEN DAYS DOSING SCHEDULE,1993
593,D-4,SEVEN DAYS/FOURTEEN DAYS DOSING SCHEDULE,1993
594,D-5,TEN DAYS/ELEVEN DAYS DOSING SCHEDULE,1993
595,D-6,SEVEN DAYS/NINE DAYS/FIVE DAYS DOSING SCHEDULE,1993
596,D-7,BID DOSING,1993
597,D-8,"INTRAVENOUS, EPIDURAL AND INTRATHECAL DOSING",1993
598,D-9,NARCOTIC OVERDOSE IN ADULTS,1993
599,D-10,NARCOTIC OVERDOSE IN CHILDREN,1993
600,D-11,POSTOPERATIVE NARCOTIC DEPRESSION IN CHILDREN,1993
601,D-12,BEDTIME DOSING OF 800MG FOR TREATMENT OF ACTIVE DUODENAL ULCER,1993
602,D-13,INCREASED MAXIMUM DAILY DOSAGE RECOMMENDATION,1993
603,D-14,BEDTIME DOSING OF 800MG FOR TREATMENT OF ACTIVE BENIGN GASTRIC ULCER,1993
604,D-15,SINGLE DAILY DOSE OF 25MG/37.5MG,1993
605,D-16,CONTINUOUS INTRAVENOUS INFUSION,1993
606,D-17,400MG EVERY 12 HOURS FOR THREE DAYS FOR UNCOMPLICATED URINARY TRACT INFECTIONS,1993
607,D-18,LOUER RECOMMENDED STARTING DOSE GUIDELINES,1993
608,D-19,BOLUS DOSING GUIDELINES,1993
609,I-1,DYSMENORRHEA,1993
610,I-2,CHOLANGIOPANCREATOGRAPHY,1993
611,I-3,INTRAVENOUS DIGITAL SUBTRACTION ANGIOGRAPHY,1993
612,I-4,PERIPHERAL VENOGRAPHY (PHLEBOGRAPHY),1993
613,I-5,HYSTEROSALPINGOGRAPHY,1993
614,I-6,TREATMENT OF JUVENILE ARTHRITIS,1993
615,I-7,BIOPSY PROVEN MINIMAL CHANGE NEPHROTIC SYNDROME IN CHILDREN,1993
616,I-8,ADULT INTRAVENOUS CONTRAST-ENHANCED COMPUTED TOMOGRAPHY OF THE HEAD AND BODY,1993
617,I-9,PREVENTION OF POSTOPERATIVE NAUSEA AND VOMITING,1993
618,I-10,PREVENTION OF POSTOPERATIVE DEEP VENOUS THROMBOSIS AND PULMONARY EMBOLISM IN TOTAL HIP REPLACEMENT SURGERY,1993
619,I-11,RELIEF OF MILD TO MODERATE PAIN,1993
620,I-12,TREATMENT OF CUTANEOUS CANDIDIASIS,1993
621,I-13,URINARY TRACT INFECTION (UTI) PREVENTION FOR PERIODS UP TO FIVE MONTHS IN WOMEN WITH A HISTORY OF RECURRENT UTI,1993
622,I-14,SEBORRHEIC DERMATITIS,1993
623,I-15,PHOTOPHERESIS IN THE PALLIATIVE TREATMENT OF SKIN MANIFESTATIONS OF CUTANEOUS T-CELL LYMPHOMA IN PERSONS NOT RESPONSIVE TO OTHER TREATMENT,1993
624,I-16,STIMULATE THE DEVELOPMENT OF MULTIPLE FOLLICLES/OOCYTES IN OVULATORY PATIENTS PARTICIPATING IN AN IN VITRO FERTILIZATION PROGRAM,1993
625,I-17,MANAGEMENT OF CONGESTIVE HEART FAILURE,1993
626,I-18,ENDOSCOPIC RETROGRADE PANCREATOGRAPHY,1993
627,I-19,HERNIOGRAPHY,1993
628,I-20,KNEE ARTHROGRAPHY,1993
629,I-21,HIGH DOSE METHOTREXATE WITH LEUCOVORIN RESCUE IN COMBINATION WITH OTHER CHEMOTHERAPEUTIC AGENTS TO DELAY RECURRENCE IN PATIENTS WITH NONMETASTATIC OSTEOSARCOMA WHO HAVE UNDERGONE SURGICAL RESECTION OR AMPUTATION FOR THE PRIMARY TUMOR,1993
630,I-22,RESCUE AFTER HIGH-DOSE METHOTREXATE THERAPY IN OSTEOSARCOMA,1993
631,I-23,SHORT-TERM TREATMENT OF ACTIVE BENIGN GASTRIC ULCER,1993
632,I-24,TREATMENT OF RHEUMATOID ARTHRITIS,1993
633,I-25,"ADULT INTRA-ARTERIAL DIGITAL SUBTRACTION ANGIOGRAPHY OF THE HEAD, NECK, ABDOMINAL, RENAL AND PERIPHERAL VESSELS",1993
634,I-26,TREATMENT OF LIVER FLUKES,1993
635,I-27,ADJUNCTIVE THERAPY TO DIET TO REDUCE THE RISK OF CORONARY ARTERY DISEASE,1993
636,I-28,SELECTIVE ADULT VISCERAL ARTERIOGRAPHY,1993
637,I-29,METASTATIC BREAST CANCER IN PREMENOPAUSAL WOMEN AS AN ALTERNATIVE TO OOPHORECTOMY OR OVARIAN IRRADIATION,1993
638,I-30,TREATMENT OF TINEA PEDIS,1993
639,I-31,CONTRAST ENHANCEMENT AGENT TO FACILITATE VISUALIZATION OF LESIONS IN THE SPINE AND ASSOCIATED TISSUES,1993
640,I-32,PEDIATRIC MYELOGRAPHY,1993
641,I-33,ORAL USE OF DILUTED OMNIPAQUE INJECTION IN ADULTS FOR CONTRAST ENHANCED COMPUTED TOMOGRAPHY OF THE ABDOMEN,1993
642,I-34,ORAL USE IN ADULTS FOR PASS-THROUGH EXAMINATION OF THE GASTROINTESTINAL TRACT,1993
643,I-35,PEDIATRIC CONTRAST ENHANCEMENT OF COMPUTED TOMOGRAPHIC HEAD IMAGING,1993
644,I-36,ARTHROGRAPHY OF THE SHOULDER JOINTS IN ADULTS,1993
645,I-37,RADIOGRAPHY OF THE TEMPOROMANDIBULAR JOINT IN ADULTS,1993
646,I-38,CONTRAST ENHANCEMENT AGENT TO FACILITATE VISUALIZATION OF LESIONS OF THE CENTRAL NERVOUS SYSTEM IN CHILDREN (2 YEARS OF AGE AND OLDER),1993
647,I-39,TREATMENT OF ACUTE MYOCARDIAL INFARCTION,1993
648,I-40,PRIMARY NOCTURNAL ENURESIS,1993
649,I-41,MIGRAINE HEADACHE PROPHYLAXIS,1993
650,I-42,HERPES ZOSTER,1993
651,I-43,HERPES SIMPLEX ENCEPHALITIS,1993
652,I-44,MAINTENANCE THERAPY IN HEALED DUODENAL ULCER PATIENTS AT DOSE OF 1 GRAM TWICE DAILY,1993
653,I-45,ACUTE TREATMENT OF VARICELLA ZOSTER VIRUS,1993
654,I-46,USE IN PEDIATRIC COMPUTED TOMOGRAPHIC HEAD AND BODY IMAGING,1993
655,I-47,TREATMENT OF PEDIATRIC PATIENTS WITH SYMPTOMATIC HUMAN IMMUNODEFICIENCY VIRUS (HIV) DISEASE,1993
656,I-48,PEDIATRIC ANGIOCARDIOGRAPHY,1993
657,I-49,TREATMENT OF TRAVELERS' DIARRHEA DUE TO SUSCEPTIBLE STRAINS OF ENTEROTOXIGENIC ESCHERICHIA COLI,1993
658,I-50,FOR USE IN WOMEN WITH AXILLARY NODE-NEGATIVE BREAST CANCER,1993
659,I-51,TREATMENT OF PRIMARY DYSMENORRHEA AND FOR THE TREATMENT OF IDIOPATHIC HEAVY MENSTRUAL BLOOD LOSS,1993
660,I-52,PEDIATRIC EXCRETORY UROGRAPHY,1993
661,I-53,"TREATMENT OF PANIC DISORDER, WITH OR WITHOUT AGORAPHOBIA",1993
662,I-54,RENAL CONCENTRATION CAPACITY TEST,1993
663,I-55,HYPERTENSION,1993
664,I-56,EROSIVE GASTROESOPHAGEAL REFLUX DISEASE,1993
665,I-57,SHORT-TERM TREATMENT OF ACTIVE DUODENAL ULCER,1993
666,I-58,INITIAL TREATMENT OF ADVANCED OVARIAN CARCINOMA IN COMBINATION WITH OTHER APPROVED CHEMOTHERAPEUTIC AGENTS,1993
667,I-59,"ENDOSCOPICALLY DIAGNOSED ESOPHAGITIS, INCLUDING EROSIVE AND ULCERATIVE ESOPHAGITIS, AND ASSOCIATED HEARTBURN DUE TO GASTROESOPHAGEAL REFLUX DISEASE",1993
668,I-60,SINGLE APPLICATION TREATMENT OF HEAD LICE IN CHILDREN TWO MONTHS TO TWO YEARS IN AGE,1993
669,I-61,FEMALE ANDROGENETIC ALOPECIA,1993
670,I-62,PREVENTION AND TREATMENT OF POSTMENOPAUSAL OSTEOPOROSIS,1993
