,use_code,use_code_desc,edition
277,U-67,METHOD OF INDUCING ANESTHESIA IN A WARM BLOODED ANIMAL,1993
278,U-68,TREATMENT OF ACTINIC KERATOSIS,1993
279,U-69,TREATMENT OF PNEUMOCYSTIS CARINII INFECTIONS,1993
280,U-70,TREATMENT OF TRANSIENT INSOMNIA,1993
281,U-71,METHOD OF TREATMENT OF HEART FAILURE,1993
282,U-72,TREATMENT OF MIGRAINES,1993
283,U-73,METHOD OF TREATING DISEASES OR INFECTIONS CAUSED BY MYCETES,1993
284,U,"PATENT USE CODE (SEE REFERENCES, BELOW)",1994
285,U-1,PREVENTION OF PREGNANCY,1994
286,U-2,TREATMENT OF PROPHYLAXIS OF ANGINA PECTORIS AND ARRHYTHMIA,1994
287,U-3,TREATMENT OF HYPERTENSION,1994
288,U-4,PROVIDING PREVENTION AND TREATMENT OF EMESIS AND NAUSEA IN MAMMALS,1994
289,U-5,METHOD OF PRODUCING BRONCHODILATION,1994
290,U-6,METHOD OF PRODUCING SYMPATHOMIMETIC EFFECTS,1994
291,U-7,INCREASING CARDIAC CONTRACTILITY,1994
292,U-8,ACUTE MYOCARDIAL INFARCTION,1994
293,U-9,CONTROL OF EMESIS ASSOCIATED WITH ANY CANCER CHEMOTHERAPY AGENT,1994
294,U-10,DIAGNOSTIC METHOD FOR DISTINGUISHING BETWEEN HYPOTHALMIC MALFUNCTIONS OR LESIONS IN HUMANS,1994
295,U-11,TREATMENT OR PROPHYLAXIS OF CARDIAC DISORDERS,1994
296,U-12,METHOD OF TREATING [A] HUMAN SUFFERING FROM DEPRESSION,1994
297,U-13,A METHOD FOR TREATING ANXIETY IN A HUMAN SUBJECT IN NEED OF SUCH TREATMENT,1994
298,U-14,ADJUNCTIVE THERAPY FOR THE PREVENTION AND TREATMENT OF HYPERAMMONEMIA IN THE CHRONIC MANAGEMENT OF PATIENTS WITH UREA CYCLE ENZYMOPATHIES,1994
299,U-15,METHOD OF LOWERING INTRAOCULAR PRESSURE,1994
300,U-16,USE IN LUNG SCANNING PROCEDURES,1994
301,U-17,TREATMENT OF VENTRICULAR AND SUPRAVENTRICULAR ARRHYTHMIAS,1994
302,U-18,METHOD FOR NHIBITING GASTRIC SECRETION IN MAMMALS,1994
303,U-19,TREATMENT OF INFLAMMATION,1994
304,U-20,A PROCESS FOR TREATING A PATIENT SUFFERING FROM PARKINSON'S SYNDROME AND IN NEED OF TREATMENT,1994
305,U-21,TREATMENT OF HUMANS SUFFERING UNDESIRED UROTOXIC SIDE EFFECTS CAUSED BY CYTOSTATICALLY ACTIVE ALKYLATING AGENTS,1994
306,U-22,"METHOD OF COMBATTING PATHOLOGICALLY REDUCED CEREBRAL FUNCTIONS AND PERFORMANCE WEAKNESSES, CEREBRAL INSUFFICIENCY AND DISORDERS IN CEREBRAL CIRCULATION AND METABOLISM IN WARM-BLOODED ANIMALS",1994
307,U-23,METHOD FOR TREATING PROSTATIC CARCINOMA COMPRISING ADMINISTERING FLUTAMIDE,1994
308,U-24,METHOD FOR TREATING PROSTATE ADENOCARCINOMA COMPRISING ADMINISTERING AN ANTIANDROGEN INCLUDING FLUTAMIDE AND AN LHRH AGONIST,1994
309,U-25,REDUCING CHOLESTEROL IN CHOLELITHIASIS PATIENTS,1994
310,U-26,REDUCING CHOLESTEROL GALLSTONES AND/OR FRAGMENTS THEREOF,1994
311,U-27,DISSOLVING CHOLESTEROL GALLSTONES AND/OR FRAGMENTS THEREOF,1994
312,U-28,"CEREBRAL, CORONARY, PERIPHERAL, VISCERAL AND RENAL ARTERIOGRAPHY, AORTOGRAPHY AND LEFT VENTRICULOGRAPHY",1994
313,U-29,"CT IMAGING OF THE HEAD AND BODY, AND INTRAVENOUS EXCRETORY UROGRAPHY",1994
314,U-30,"CEREBRAL ANGIOGRAPHY, AND VENOGRAPHY",1994
315,U-31,INTRA-ARTERIAL DIGITAL SUBTRACTION ANGIOGRAPHY,1994
316,U-32,"PALLIATIVE TREATMENT OF PATIENTS WITH OVARIAN CARCINOMA RECURRENT AFTER PRIOR CHEMOTHERAPY, INCLUDING PATIENTS WHO HAVE BEEN PREVIOUSLY TREATED WITH CISPLATIN",1994
317,U-33,TREATING VIRAL INFECTIONS IN A MAMMAL,1994
318,U-34,TREATING VIRAL INFECTIONS IN A WARM-BLOODED ANIMAL,1994
319,U-35,TREATING CYTOMEGALOVIRUS IN A HUMAN WITH AN INJECTABLE COMPOSITION,1994
320,U-36,METHODS OF TREATING BACTERIAL ILLNESSES,1994
321,U-37,METHOD OF TREATING GASTROINTESTINAL DISEASE,1994
322,U-38,TREATMENT OF PAROXYSMAL SUPRAVENTRICULAR TACHYCARDIA,1994
323,U-39,ANGINA PECTORIS,1994
324,U-40,METHOD OF TREATMENT OF BURNS,1994
325,U-41,METHOD OF TREATING CARDIAC ARRHYTHMIAS,1994
326,U-42,ADJUVANT TREATMENT IN COMBINATION WITH FLUOROURACIL AFTER SURGICAL RESECTION IN PATIENTS WITH DUKES' STAGE C COLON CANCER,1994
327,U-43,MANAGEMENT OF CHRONIC PAIN IN PATIENTS REQUIRING OPIOID ANALGESIA,1994
328,U-44,RELIEF OF NAUSEA AND VOMITING,1994
329,U-45,TREATMENT OF INFLAMMATION AND ANALGESIA,1994
330,U-46,TREATMENT OF PANIC DISORDER,1994
331,U-47,STIMULATION OF THE RELEASE OF GROWTH HORMONE,1994
332,U-48,ANALGESIA,1994
333,U-49,SYMPTOMATIC CANCER-RELATED HYPERCALCEMIA,1994
334,U-50,USE IN TREATING INFLAMMATORY DERMATOSES,1994
335,U-51,"BLOOD POOL IMAGING, INCLUDING CARDIAC FIRST PASS AND GATED EQUILIBRIUM IMAGING AND FOR DETECTION OF SITES OF GASTROINTESTINAL BLEEDING",1994
336,U-52,TREATMENT OF ADULT AND PEDIATRIC PATIENTS (OVER SIX MONTHS OF AGE) WITH ADVANCED HIV INFECTION,1994
337,U-53,HYPERCALCEMIA OF MALIGNANCY,1994
338,U-54,REVERSAL AGENT OR ANTAGONIST OF NONDEPOLARIZING NEUROMUSCULAR BLOCKING AGENTS,1994
339,U-55,TREATMENT OF PAIN,1994
340,U-56,AID TO SMOKING CESSATION,1994
341,U-57,OPHTHALMIC USE OF NORFLOXACIN,1994
342,U-58,METHOD OF TREATING INFLAMMATORY INTESTINAL DISEASES,1994
343,U-59,METHOD OF TREATING HYPERCHOLESTEROLEMIA,1994
344,U-60,NASAL ADMINISTRATION OF BUTORPHANOL,1994
345,U-61,CEREBRAL AND PERIPHERAL ARTERIOGRAPHY AND CT IMAGING OF THE HEAD,1994
346,U-62,"CORONARY ARTERIOGRAPHY, LEFT VENTRICULOGRAPHY, CT IMAGING OF THE BODY, INTRAVENOUS EXCRETORY UROGRAPHY, INTRAVENOUS DIGITAL SUBTRACTION ANGIOGRAPHY AND VENOGRAPHY",1994
347,U-63,ISOPRENALINE ANTAGONISM ON THE HEART RATE OR BLOOD PRESSURE,1994
348,U-64,TREATMENT OF VIRAL INFECTIONS,1994
349,U-65,METHOD OF TREATMENT OF A PATIENT INFECTED WITH HIV,1994
350,U-66,TRIPHASIC REGIMEN,1994
351,U-67,METHOD OF INDUCING ANESTHESIA IN A WARM BLOODED ANIMAL,1994
352,U-68,TREATMENT OF ACTINIC KERATOSIS,1994
353,U-69,TREATMENT OF PNEUMOCYSTIS CARINII INFECTIONS,1994
354,U-70,TREATMENT OF TRANSIENT INSOMNIA,1994
355,U-71,METHOD OF TREATMENT OF HEART FAILURE,1994
356,U-72,TREATMENT OF MIGRAINES,1994
357,U-73,METHOD OF TREATING DISEASES OR INFECTIONS CAUSED BY MYCETES,1994
358,U-74,METHOD OF PROVIDING HYPNOTIC EFFECT,1994
359,U-75,RELIEF OF OCULAR ITCHING DUE TO SEASONAL ALLERGIC CONJUNCTIVITIS,1994
360,U-76,USE TO IMAGE A SUBJECT WITH A MAGNETIC RESONANCE IMAGING SYSTEM,1994
361,U-77,TREATMENT OF SYMPTOMS OF SEASONAL ALLERGIC RHINITIS,1994
362,U-78,ULCERATIVE COLITIS,1994
363,U-79,SYMPTOMATIC TREATMENT OF PATIENTS WITH NOCTURNAL HEARTBURN DUE TO GERD,1994
364,U-80,METHOD OF TREATING OCULAR BACTERIAL INFECTIONS,1994
365,U-81,RELIEF OF SYMPTOMS ASSOCIATED WITH SEASONAL ALLERGIC RHINITIS,1994
366,U-82,TREATMENT FOR DEMENTIA IN PATIENTS WITH ALZHEIMER'S DISEASE,1994
367,U-83,TREATMENT OF SEIZURES,1994
368,U-84,A METHOD OF BLOCKING THE UPTAKE OF MONOAMINES BY BRAIN NEURONS IN ANIMALS,1994
369,U-85,NASAL TREATMENT OF SEASONAL AND PERENNIAL ALLERGIC RHINITIS SYMPTOMS,1994
370,U-86,METHOD OF TREATING CERTAIN FORMS OF EPILEPSY,1994
371,U-87,"METHOD FOR NONINVASIVE ADMINISTRATION OF SEDATIVES, ANALGESICS, AND ANESTHETICS",1994
372,U-88,TREATMENT OF MODERATE PLAQUE PSORIASIS,1994
373,U-89,TREATMENT OR PROPHYLAXIS OF EMESIS,1994
374,U-90,TREATMENT OF PSYCHOTIC DISORDERS,1994
375,U,"PATENT USE CODE (SEE REFERENCES, BELOW)",1995
376,U-1,PREVENTION OF PREGNANCY,1995
377,U-2,TREATMENT OR PROPHYLAXIS OF ANGINA PECTORIS AND ARRHYTHMIA,1995
378,U-3,TREATMENT OF HYPERTENSION,1995
379,U-4,PROVIDING PREVENTION AND TREATMENT OF EMESIS AND NAUSEA IN MAMMALS,1995
380,U-5,METHOD OF PRODUCING BRONCHODILATION,1995
381,U-6,METHOD OF PRODUCING SYMPATHOMIMETIC EFFECTS,1995
382,U-7,INCREASING CARDIAC CONTRACTILITY,1995
383,U-8,ACUTE MYOCARDIAL INFARCTION,1995
384,U-9,CONTROL OF EMESIS ASSOCIATED WITH ANY CANCER CHEMOTHERAPY AGENT,1995
385,U-10,DIAGNOSTIC METHOD FOR DISTINGUISHING BETWEEN HYPOTHALAMIC MALFUNCTIONS OR LESIONS IN HUMANS,1995
386,U-11,TREATMENT OR PROPHYLAXIS OF CARDIAC DISORDERS,1995
387,U-12,METHOD OF TREATING [A] HUMAN SUFFERING FROM DEPRESSION,1995
388,U-13,A METHOD FOR TREATING ANXIETY IN A HUMAN SUBJECT IN NEED OF SUCH TREATMENT,1995
389,U-14,ADJUNCTIVE THERAPY FOR THE PREVENTION AND TREATMENT OF HYPERAMMONEMIA IN THE CHRONIC MANAGEMENT OF PATIENTS WITH UREA CYCLE ENZYMOPATHIES,1995
390,U-15,METHOD OF LOWERING INTRAOCULAR PRESSURE,1995
391,U-16,USE IN LUNG SCANNING PROCEDURES,1995
392,U-17,TREATMENT OF VENTRICULAR AND SUPRAVENTRICULAR ARRHYTHMIAS,1995
393,U-18,METHOD FOR INHIBITING GASTRIC SECRETION IN MAMMALS,1995
394,U-19,TREATMENT OF INFLAMMATION,1995
395,U-20,A PROCESS FOR TREATING A PATIENT SUFFERING FROM PARKINSON'S SYNDROME AND IN NEED OF TREATMENT,1995
396,U-21,TREATMENT OF HUMANS SUFFERING UNDESIRED UROTOXIC SIDE EFFECTS CAUSED BY CYTOSTATICALLY ACTIVE ALKYLATING AGENTS,1995
397,U-22,"METHOD OF COMBATTING PATHOLOGICALLY REDUCED CEREBRAL FUNCTIONS AND PERFORMANCE WEAKNESSES, CEREBRAL INSUFFICIENCY AND DISORDERS IN CEREBRAL CIRCULATION AND METABOLISM IN WARM-BLOODED ANIMALS",1995
398,U-23,METHOD FOR TREATING PROSTATIC CARCINOMA COMPRISING ADMINISTERING FLUTAMIDE,1995
399,U-24,METHOD FOR TREATING PROSTATE ADENOCARCINOMA COMPRISING ADMINISTERING AN ANTIANDROGEN INCLUDING FLUTAMIDE AND AN LHRH AGONIST,1995
400,U-25,REDUCING CHOLESTEROL IN CHOLELITHIASIS PATIENTS,1995
401,U-26,REDUCING CHOLESTEROL GALLSTONES AND/OR FRAGMENTS THEREOF,1995
402,U-27,DISSOLVING CHOLESTEROL GALLSTONES AND/OR FRAGMENTS THEREOF,1995
403,U-28,"CEREBRAL, CORONARY, PERIPHERAL, VISCERAL AND RENAL ARTERIOGRAPHY, AORTOGRAPHY AND LEFT VENTRICULOGRAPHY",1995
404,U-29,"CT IMAGING OF THE HEAD AND BODY, AND INTRAVENOUS EXCRETORY UROGRAPHY",1995
405,U-30,"CEREBRAL ANGIOGRAPHY, AND VENOGRAPHY",1995
406,U-31,INTRA-ARTERIAL DIGITAL SUBTRACTION ANGIOGRAPHY,1995
407,U-32,"PALLIATIVE TREATMENT OF PATIENTS WITH OVARIAN CARCINOMA RECURRENT AFTER PRIOR CHEMOTHERAPY, INCLUDING PATIENTS WHO HAVE BEEN PREVIOUSLY TREATED WITH CISPLATIN",1995
408,U-33,TREATING VIRAL INFECTIONS IN A MAMMAL,1995
409,U-34,TREATING VIRAL INFECTIONS IN A WARM-BLOODED ANIMAL,1995
410,U-35,TREATING CYTOMEGALOVIRUS IN A HUMAN WITH AN INJECTABLE COMPOSITION,1995
411,U-36,METHODS OF TREATING BACTERIAL ILLNESSES,1995
412,U-37,METHOD OF TREATING GASTROINTESTINAL DISEASE,1995
413,U-38,TREATMENT OF PAROXYSMAL SUPRAVENTRICULAR TACHYCARDIA,1995
414,U-39,ANGINA PECTORIS,1995
415,U-40,METHOD OF TREATMENT OF BURNS,1995
416,U-41,METHOD OF TREATING CARDIAC ARRHYTHMIAS,1995
417,U-42,ADJUVANT TREATMENT IN COMBINATION WITH FLUOROURACIL AFTER SURGICAL RESECTION IN PATIENTS WITH DUKES STAGE C COLON CANCER,1995
418,U-43,MANAGEMENT OF CHRONIC PAIN IN PATIENTS REQUIRING OPIOID ANALGESIA,1995
419,U-44,RELIEF OF NAUSEA AND VOMITING,1995
420,U-45,TREATMENT OF INFLAMMATION AND ANALGESIA,1995
421,U-46,TREATMENT OF PANIC DISORDER,1995
422,U-47,STIMULATION OF THE RELEASE OF GROWTH HORMONE,1995
423,U-48,ANALGESIA,1995
424,U-49,SYMPTOMATIC CANCER-RELATED HYPERCALCEMIA,1995
425,U-50,USE IN TREATING INFLAMMATORY DERMATOSES,1995
426,U-51,"BLOOD POOL IMAGING, INCLUDING CARDIAC FIRST PASS AND GATED EQUILIBRIUM IMAGING AND FOR DETECTION OF SITES OF GASTROINTESTINAL BLEEDING",1995
427,U-52,TREATMENT OF ADULT AND PEDIATRIC PATIENTS (OVER SIX MONTHS OF AGE) WITH ADVANCED HIV INFECTION,1995
428,U-53,HYPERCALCEMIA OF MALIGNANCY,1995
429,U-54,REVERSAL AGENT OR ANTAGONIST OF NONDEPOLARIZING NEUROMUSCULAR BLOCKING AGENTS,1995
430,U-55,TREATMENT OF PAIN,1995
431,U-56,AID TO SMOKING CESSATION,1995
432,U-57,OPHTHALMIC USE OF NORFLOXACIN,1995
433,U-58,METHOD OF TREATING INFLAMMATORY INTESTINAL DISEASES,1995
434,U-59,METHOD OF TREATING HYPERCHOLESTEROLEMIA,1995
435,U-60,NASAL ADMINISTRATION OF BUTORPHANOL,1995
436,U-61,CEREBRAL AND PERIPHERAL ARTERIOGRAPHY AND CT IMAGING OF THE HEAD,1995
437,U-62,"CORONARY ARTERIOGRAPHY, LEFT VENTRICULOGRAPHY, CT IMAGING OF THE BODY, INTRAVENOUS EXCRETORY UROGRAPHY, INTRAVENOUS DIGITAL SUBTRACTION ANGIOGRAPHY AND VENOGRAPHY",1995
438,U-63,ISOPRENALINE ANTAGONISM ON THE HEART RATE OR BLOOD PRESSURE,1995
439,U-64,TREATMENT OF VIRAL INFECTIONS,1995
440,U-65,METHOD OF TREATMENT OF A PATIENT INFECTED WITH HIV,1995
441,U-66,TRIPHASIC REGIMEN,1995
442,U-67,METHOD OF INDUCING ANESTHESIA IN A WARM BLOODED ANIMAL,1995
443,U-68,TREATMENT OF ACTINIC KERATOSIS,1995
444,U-69,TREATMENT OF PNEUMOCYSTIS CARINII INFECTIONS,1995
445,U-70,TREATMENT OF TRANSIENT INSOMNIA,1995
446,U-71,METHOD OF TREATMENT OF HEART FAILURE,1995
447,U-72,TREATMENT OF MIGRAINES,1995
448,U-73,METHOD OF TREATING DISEASES OR INFECTIONS CAUSED BY MYCETES,1995
449,U-74,METHOD OF PROVIDING HYPNOTIC EFFECT,1995
450,U-75,RELIEF OF OCULAR ITCHING DUE TO SEASONAL ALLERGIC CONJUNCTIVITIS,1995
451,U-76,USE TO IMAGE A SUBJECT WITH A MAGNETIC RESONANCE IMAGING SYSTEM,1995
452,U-77,TREATMENT OF SYMPTOMS OF SEASONAL ALLERGIC RHINITIS,1995
453,U-78,ULCERATIVE COLITIS,1995
454,U-79,SYMPTOMATIC TREATMENT OF PATIENTS WITH NOCTURNAL HEARTBURN DUE TO GERD,1995
455,U-80,METHOD OF TREATING OCULAR BACTERIAL INFECTIONS,1995
456,U-81,RELIEF OF SYMPTOMS ASSOCIATED WITH SEASONAL ALLERGIC RHINITIS,1995
457,U-82,TREATMENT FOR DEMENTIA IN PATIENTS WITH ALZHEIMER'S DISEASE,1995
458,U-83,TREATMENT OF SEIZURES,1995
459,U-84,A METHOD OF BLOCKING THE UPTAKE OF MONOAMINES BY BRAIN NEURONS IN ANIMALS,1995
460,U-85,NASAL TREATMENT OF SEASONAL AND PERENNIAL ALLERGIC RHINITIS SYMPTOMS,1995
461,U-86,METHOD OF TREATING CERTAIN FORMS OF EPILEPSY,1995
462,U-87,"METHOD FOR NONINVASIVE ADMINISTRATION OF SEDATIVES, ANALGESICS, AND ANESTHETICS",1995
463,U-88,TREATMENT OF MODERATE PLAQUE PSORIASIS,1995
464,U-89,TREATMENT OR PROPHYLAXIS OF EMESIS,1995
465,U-90,TREATMENT OF PSYCHOTIC DISORDERS,1995
466,U-91,ALTERNATIVE THERAPY TO TRIMETHOPRIM-SULFAMETHOXAZOLE FOR TREATMENT OF MODERATE-TO-SEVERE PNEUMOCYSTIS CARINII PNEUMONIA IN IMMUNOCOMPROMISED AND AIDS PATIENTS,1995
467,U-92,TREATMENT OF DIABETIC NEPHROPATHY IN PATIENTS WITH TYPE I INSULIN DEPENDENT DIABETES MELLITUS AND RETINOPATHY,1995
468,U-93,USE AS AN ANTIHISTAMINE/DECONGESTANT,1995
469,U-94,TREATMENT OF ADULTS WITH ADVANCED HIV INFECTION WHO ARE INTOLERANT OF APPROVED THERAPIES WITH PROVEN CLINICAL BENEFIT OR WHO HAVE EXPERIENCED SIGNIFICANT CLINICAL OR IMMUNOLOGIC DETERIORATION WHILE RECEIVING THESE THERAPIES OR FOR WHOM SUCH THERAPIES ARE CONTRAINDICATED,1995
470,U-95,SHORT TERM MANAGEMENT OF MODERATE PRURITUS IN ADULTS WITH ATOPIC DERMATITIS AND LICHEN SIMPLEX CHRONICUS,1995
471,U-96,METHOD OF TREATING VARICELLA ZOSTER (SHINGLES) INFECTIONS,1995
472,U-97,A METHOD OF TREATING A PATIENT IN NEED OF MEMORY ENHANCEMENT,1995
473,U-98,A METHOD OF INDUCING REGRESSION OF LEUKEMIA CELL GROWTH IN A MAMMAL,1995
474,U-99,METHOD OF PROVIDING POTASSIUM TO A SUBJECT IN NEED OF POTASSIUM,1995
475,U-100,METHOD OF TREATING OCULAR INFLAMMATION,1995
476,U-101,ADJUNCT TO CONVENTIONAL CT OR MRI IMAGING IN THE LOCALIZATION OF STROKE IN PATIENTS IN WHOM STROKE HAS ALREADY BEEN DIAGNOSED,1995
477,U,"PATENT USE CODE (SEE REFERENCES, BELOW)",1996
478,U-1,PREVENTION OF PREGNANCY,1996
479,U-2,TREATMENT OR PROPHYLAXIS OF ANGINA PECTORIS AND ARRHYTHMIA,1996
480,U-3,TREATMENT OF HYPERTENSION,1996
481,U-4,PROVIDING PREVENTION AND TREATMENT OF EMESIS AND NAUSEA IN MAMMALS,1996
482,U-5,METHOD OF PRODUCING BRONCHODILATION,1996
483,U-6,METHOD OF PRODUCING SYMPATHOMIMETIC EFFECTS,1996
484,U-7,INCREASING CARDIAC CONTRACTILITY,1996
485,U-8,ACUTE MYOCARDIAL INFARCTION,1996
486,U-9,CONTROL OF EMESIS ASSOCIATED WITH ANY CANCER CHEMOTHERAPY AGENT,1996
487,U-10,DIAGNOSTIC METHOD FOR DISTINGUISHING BETWEEN HYPOTHALAMIC MALFUNCTIONS OR LESIONS IN HUMANS,1996
488,U-11,TREATMENT OR PROPHYLAXIS OF CARDIAC DISORDERS,1996
489,U-12,METHOD OF TREATING [A] HUMAN SUFFERING FROM DEPRESSION,1996
490,U-13,A METHOD FOR TREATING ANXIETY IN A HUMAN SUBJECT IN NEED OF SUCH TREATMENT,1996
491,U-14,ADJUNCTIVE THERAPY FOR THE PREVENTION AND TREATMENT OF HYPERAMMONEMIA IN THE CHRONIC MANAGEMENT OF PATIENTS WITH UREA CYCLE ENZYMOPATHIES,1996
492,U-15,METHOD OF LOWERING INTRAOCULAR PRESSURE,1996
493,U-16,USE IN LUNG SCANNING PROCEDURES,1996
494,U-17,TREATMENT OF VENTRICULAR AND SUPRAVENTRICULAR ARRHYTHMIAS,1996
495,U-18,METHOD FOR INHIBITING GASTRIC SECRETION IN MAMMALS,1996
496,U-19,TREATMENT OF INFLAMMATION,1996
497,U-20,A PROCESS FOR TREATING A PATIENT SUFFERING FROM PARKINSON'S SYNDROME AND IN NEED OF TREATMENT,1996
498,U-21,TREATMENT OF HUMANS SUFFERING UNDESIRED UROTOXIC SIDE EFFECTS CAUSED BY CYTOSTATICALLY ACTIVE ALKYLATING AGENTS,1996
499,U-22,"METHOD OF COMBATTING PATHOLOGICALLY REDUCED CEREBRAL FUNCTIONS AND PERFORMANCE WEAKNESSES, CEREBRAL INSUFFICIENCY AND DISORDERS IN CEREBRAL CIRCULATION AND METABOLISM IN WARM-BLOODED ANIMALS",1996
500,U-23,METHOD FOR TREATING PROSTATIC CARCINOMA COMPRISING ADMINISTERING FLUTAMIDE,1996
501,U-24,METHOD FOR TREATING PROSTATE ADENOCARCINOMA COMPRISING ADMINISTERING AN ANTIANDROGEN INCLUDING FLUTAMIDE AND AN LHRH AGONIST,1996
502,U-25,REDUCING CHOLESTEROL IN CHOLELITHIASIS PATIENTS,1996
503,U-26,REDUCING CHOLESTEROL GALLSTONES AND/OR FRAGMENTS THEREOF,1996
504,U-27,DISSOLVING CHOLESTEROL GALLSTONES AND/OR FRAGMENTS THEREOF,1996
505,U-28,"CEREBRAL, CORONARY, PERIPHERAL, VISCERAL AND RENAL ARTERIOGRAPHY, AORTOGRAPHY AND LEFT VENTRICULOGRAPHY",1996
506,U-29,"CT IMAGING OF THE HEAD AND BODY, AND INTRAVENOUS EXCRETORY UROGRAPHY",1996
507,U-30,"CEREBRAL ANGIOGRAPHY, AND VENOGRAPHY",1996
508,U-31,INTRA-ARTERIAL DIGITAL SUBTRACTION ANGIOGRAPHY,1996
509,U-32,"PALLIATIVE TREATMENT OF PATIENTS WITH OVARIAN CARCINOMA RECURRENT AFTER PRIOR CHEMOTHERAPY, INCLUDING PATIENTS WHO HAVE BEEN PREVIOUSLY TREATED WITH CISPLATIN",1996
510,U-33,TREATING VIRAL INFECTIONS IN A MAMMAL,1996
511,U-34,TREATING VIRAL INFECTIONS IN A WARM-BLOODED ANIMAL,1996
512,U-35,TREATING CYTOMEGALOVIRUS IN A HUMAN WITH AN INJECTABLE COMPOSITION,1996
513,U-36,METHODS OF TREATING BACTERIAL ILLNESSES,1996
514,U-37,METHOD OF TREATING GASTROINTESTINAL DISEASE,1996
515,U-38,TREATMENT OF PAROXYSMAL SUPRAVENTRICULAR TACHYCARDIA,1996
516,U-39,ANGINA PECTORIS,1996
517,U-40,METHOD OF TREATMENT OF BURNS,1996
518,U-41,METHOD OF TREATING CARDIAC ARRHYTHMIAS,1996
519,U-42,ADJUVANT TREATMENT IN COMBINATION WITH FLUOROURACIL AFTER SURGICAL RESECTION IN PATIENTS WITH DUKES' STAGE C COLON CANCER,1996
520,U-43,MANAGEMENT OF CHRONIC PAIN IN PATIENTS REQUIRING OPIOID ANALGESIA,1996
521,U-44,RELIEF OF NAUSEA AND VOMITING,1996
522,U-45,TREATMENT OF INFLAMMATION AND ANALGESIA,1996
523,U-46,TREATMENT OF PANIC DISORDER,1996
524,U-47,STIMULATION OF THE RELEASE OF GROWTH HORMONE,1996
525,U-48,ANALGESIA,1996
526,U-49,SYMPTOMATIC CANCER-RELATED HYPERCALCEMIA,1996
527,U-50,USE IN TREATING INFLAMMATORY DERMATOSES,1996
528,U-51,"BLOOD POOL IMAGING, INCLUDING CARDIAC FIRST PASS AND GATED EQUILIBRIUM IMAGING AND FOR DETECTION OF SITES OF GASTROINTESTINAL BLEEDING",1996
529,U-52,TREATMENT OF ADULT AND PEDIATRIC PATIENTS (OVER SIX MONTHS OF AGE) WITH ADVANCED HIV INFECTION,1996
530,U-53,HYPERCALCEMIA OF MALIGNANCY,1996
531,U-54,REVERSAL AGENT OR ANTAGONIST OF NONDEPOLARIZING NEUROMUSCULAR BLOCKING AGENTS,1996
532,U-55,TREATMENT OF PAIN,1996
533,U-56,AID TO SMOKING CESSATION,1996
534,U-57,OPHTHALMIC USE OF NORFLOXACIN,1996
535,U-58,METHOD OF TREATING INFLAMMATORY INTESTINAL DISEASES,1996
536,U-59,METHOD OF TREATING HYPERCHOLESTEROLEMIA,1996
537,U-60,NASAL ADMINISTRATION OF BUTORPHANOL,1996
538,U-61,CEREBRAL AND PERIPHERAL ARTERIOGRAPHY AND CT IMAGING OF THE HEAD,1996
539,U-62,"CORONARY ARTERIOGRAPHY, LEFT VENTRICULOGRAPHY, CT IMAGING OF THE BODY, INTRAVENOUS EXCRETORY UROGRAPHY, INTRAVENOUS DIGITAL SUBTRACTION ANGIOGRAPHY AND VENOGRAPHY",1996
540,U-63,ISOPRENALINE ANTAGONISM ON THE HEART RATE OR BLOOD PRESSURE,1996
541,U-64,TREATMENT OF VIRAL INFECTIONS,1996
542,U-65,METHOD OF TREATMENT OF A PATIENT INFECTED WITH HIV,1996
543,U-66,TRIPHASIC REGIMEN,1996
544,U-67,METHOD OF INDUCING ANESTHESIA IN A WARM BLOODED ANIMAL,1996
545,U-68,TREATMENT OF ACTINIC KERATOSIS,1996
546,U-69,TREATMENT OF PNEUMOCYSTIS CARINII INFECTIONS,1996
547,U-70,TREATMENT OF TRANSIENT INSOMNIA,1996
548,U-71,METHOD OF TREATMENT OF HEART FAILURE,1996
549,U-72,TREATMENT OF MIGRAINES,1996
550,U-73,METHOD OF TREATING DISEASES OR INFECTIONS CAUSED BY MYCETES,1996
551,U-74,METHOD OF PROVIDING HYPNOTIC EFFECT,1996
552,U-75,RELIEF OF OCULAR ITCHING DUE TO SEASONAL ALLERGIC CONJUNCTIVITIS,1996
553,U-76,USE TO IMAGE A SUBJECT WITH A MAGNETIC RESONANCE IMAGING SYSTEM,1996
554,U-77,TREATMENT OF SYMPTOMS OF SEASONAL ALLERGIC RHINITIS,1996
555,U-78,ULCERATIVE COLITIS,1996
556,U-79,SYMPTOMATIC TREATMENT OF PATIENTS WITH NOCTURNAL HEARTBURN DUE TO GERD,1996
557,U-80,METHOD OF TREATING OCULAR BACTERIAL INFECTIONS,1996
558,U-81,RELIEF OF SYMPTOMS ASSOCIATED WITH SEASONAL ALLERGIC RHINITIS,1996
559,U-82,TREATMENT FOR DEMENTIA IN PATIENTS WITH ALZHEIMER'S DISEASE,1996
560,U-83,TREATMENT OF SEIZURES,1996
561,U-84,A METHOD OF BLOCKING THE UPTAKE OF MONOAMINES BY BRAIN NEURONS IN ANIMALS,1996
562,U-85,NASAL TREATMENT OF SEASONAL AND PERENNIAL ALLERGIC RHINITIS SYMPTOMS,1996
563,U-86,METHOD OF TREATING CERTAIN FORMS OF EPILEPSY,1996
